no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
143,SCIE Cycling Team (SCT),SPORTS,"SCT is a cycling club that aims to help students ride safely, correctly and confidently while enjoying the sport of cycling. We welcome riders of different experience levels and provide guidance on cycling skills, road safety, group riding and basic bike maintenance. We also introduce sports science knowledge, including endurance training, pacing, recovery and fitness management, so members can improve their performance in a healthy and sustainable way. Through regular training and group rides, SCT hopes to promote fitness, teamwork and a long-term interest in cycling.",1,friday,period11,A205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,SCIE Dub Club,SOCIAL Active and performance,"The SCIE Dub Club (SDC) offers students an engaging platform to explore the art of voice acting and dubbing. Through weekly sessions, members practice dubbing selected scenes from animations, movies, and TV series in a relaxed and supportive environment. The club focuses on developing vocal flexibility, emotional expression, and technical skills—including voice modulation for different character types . Members also learn about script adaptation, audio synchronization, and basic sound editing. SDC encourages collaboration and creativity, allowing students to perform individually or in groups, share feedback, and improve together. Whether for fun, skill-building, or connecting with like-minded peers, the club aims to cultivate confidence, linguistic ability, and an appreciation for performance arts. No prior experience is required—only enthusiasm for storytelling through voice.",1,thursday,lunchtime,A212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
145,SCIE Economics Hub,ACADEMIC Business and economics,"SCIE Economics Hub is an economics society that introduces students to the subject and guides those preparing to study economics at the university level. We focus on developing an intuitive understanding of the conceptual frameworks central to modern economic theory. We use mathematical modeling where helpful to illustrate key economic methods and formal definitions. We welcome all students interested in economics to join us, explore the subject, and share ideas with a cohort of passionate and intellectually curious peers.",1,thursday,period11,A415,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,SCIE Fashion Show,SOCIAL Media and creative,"Fashion Show is a student-led ECA where members work together to organize the annual school Fashion Show. Members will be divided into different departments and take part in different parts of the preparation, such as deciding the theme, organizing auditions, publicity, model and designer management, and planning the final show. Throughout the process, members are encouraged to share their own ideas and take responsibility for different tasks. Although our final goal is to organize the Fashion Show, the ECA is also a place for students who are interested in fashion, design, media, event planning, or simply want to be part of a creative project and work with other students.",1,thursday,lunchtime,A220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,SCIE Fencing team,SPORTS,"Our club brings fencing to campus through engaging activities with a strong emphasis on actual bouting. We organize practice matches and friendly competitions, helping members learn by doing. Everyone can find a suitable sparring partner and gain valuable experience through live fencing. Our goal is to create a vibrant community where students enjoy the thrill of real combat while developing their skills in a safe and encouraging atmosphere.",1,friday,period11,Balcony in H100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,SCIE Finance Club,ACADEMIC Business and economics,"As one of SCIE's largest and oldest finance clubs (over 10 years of history), SCIE Finance Club (SFC) offers something for everyone—it is built for the ones who are passionate about finance and investing, or simply aiming for a prosperous future. The finance lectures we offered are guaranteed to broaden students’ horizons and give them valuable insights students won't find elsewhere. Our lecture content includes but not limited to compound interest, risk-return tradeoff, candlestick and even behavioral finance. More importantly, the core numbers will lead group discussions about the breaking financial news updated frequently, to help students understand how the financial markets work.",1,monday,period11,A414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,SCIE Fitness Club,ACADEMIC Mathematics and computer sciences,"Fitness ECA aims to help students develop a scientific, safe, and sustainable approach to resistance training and physical fitness. Rather than simply exercising together, members will learn the principles behind effective training, including exercise technique, movement mechanics, training progression, recovery, and basic program design. As the ECA leader, I have 3 years of self-weight training and 2 years of systematic resistance-training experience and have developed a deeper understanding of exercise selection, movement patterns, training volume and intensity, fatigue management, and the logic behind different training approaches. I hope to share these ideas in an accessible and practical way, helping members understand not only how to perform an exercise, but also why it is performed in a certain way. Sessions will combine short explanations, practical demonstrations, movement workshops, form analysis, and discussion. The ECA will be suitable for both beginners who want to start training safely and more experienced students who want to improve their understanding of training.",1,friday,period11,Students gym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,SCIE Golf Society,SPORTS,"founded 2 years ago, the SCIE Golf Society is a fantastic ECA for golfers to practice, communicate and improve. This year, we'll be focusing on playing tournaments and helping the school to form its varsity to participate in inter-school competitions.",1,friday,period13,H102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,SCIE Guitar Club,SOCIAL Interests and hobbies,"SCIE Guitar Club is a student‑led hobby‑oriented community open to all students, regardless of prior guitar experience. We welcome absolute beginners who have never touched an instrument, as well as intermediate and advanced guitar players. Our club creates a relaxed, supportive space for students to share passion for string‑instrument music. Members can practice acoustic or electric guitar, exchange playing tips, learn popular songs, and jam with peers. We encourage mutual help: experienced players will share basic techniques for new members. We aim to build a friendly musical community where students can unwind from academic pressure and connect with others who love guitar music.",1,tuesday,period11,A305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,SCIE HMA,SPORTS,"Our club prioritizes safety while fostering competitiveness, creating an academic and practical growth platform for cold weapon and martial art. All techniques we learn are from official textbooks of martial arts.",1,monday,period13,Balcony in H100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,SCIE Historical Committee,ACADEMIC Social sciences,History ECA that tutors students from G1-G2 about IGCSE content. But also adds additional content to whatever the students are interested in.,19,monday,period13,A210,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,SCIE Ink & Quills Literary Magazine,ACADEMIC Social sciences,"SCIE Ink & Quills Literature Magazine 2026–27 Recruitment Ink & Quills consists of two parts: ✦ Creative Writing Sessions: Weekly Club Activities Fiction · Creative Nonfiction · Poetry Lessons ✦ Magazine Publication Submissions · Editing · Proofreading · Typesetting · Design · Printing We welcome everyone: Writers / Columnists Content Editors Formatting Editors Designers Photographers / Artists If you enjoy writing, editing, or design—or if you’d like to be hands-on in the entire process of creating a campus literary magazine, from first draft to print—we invite you to join Ink & Quills!",1,monday,period11,A210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
155,SCIE Linguistics Club,ACADEMIC Languages,"The Linguistics Club is a student-led club that explores how language works and how it shapes our understanding of society. Through interactive quizzes, discussions, presentations, and activities, we explore topics including sociolinguistics, language and gender, semantics, phonetics, and language diversity. The club aims to make linguistics accessible and engaging while encouraging students to question assumptions about language and discover how it connects to everyday life.",1,tuesday,period11,B530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,SCIE Mahjong League,SOCIAL Interests and hobbies,"We consider Mahjong as an excellent mind sport. As so, we provide opportunity for student to attend in our monthly competitions, where students can attend freely everyday and cumulate scores. For beginners, we provide lessons of Mahjong of basic rules to techniques both in regular games and specific strategy in tournament, where students will come up to teach others based on professional books. This is also a place for students to meet other people who have similar interests, where we can have fun and reduce stress from studying. In addition, this can also express and intrigue people's interests of traditional cultures.",19,friday,period13,A409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,SCIE Media,SOCIAL Media and creative,"SCIE Media aims to create a student-led media platform that documents school life, shares student voices, and strengthens the connection within the SCIE community and to the public. Members will conduct interviews, produce short videos, and manage social media content to showcase campus events, student experiences, and school culture.",1,tuesday,period11,A201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,SCIE Mock Trial,ACADEMIC Social sciences,"SCIE Mock trial will train students to become skilled attorneys and witnesses, prepared to participate in high level mock trial competitions such as International Mock Trial, Peer Potential Mock Trial, etc. Through teaching the federal rules of evidence, procedures of a trial, public speaking skills, performance tips, students will be prepared for success in mock trial while also getting an introduction to law related knowledge.",1,monday,period11,A510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,SCIE Philosophy Club,ACADEMIC Social sciences,"SCIE Philosophy Club is a discussion-based ECA for students interested in examining everyday questions more carefully. Each session begins with a question, thought experiment, short reading, film clip, or real-world case, followed by student-led discussion and argument. Topics may include free will, personal identity, morality, knowledge, language, aesthetics, political philosophy, and questions raised by new technologies such as artificial intelligence. Rather than requiring previous knowledge of philosophy, the club will introduce philosophical ideas when they become useful for understanding the question at hand. Members will learn to identify assumptions, construct arguments, respond to objections, and revise their views through discussion. We hope to create an open environment in which disagreement is treated as something to investigate rather than something that has to be resolved immediately.",1,tuesday,lunchtime,A210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,SCIE Puzzle Hunter,SOCIAL Interests and hobbies,"Puzzle Hunt is an event where teams compete to solve a series of puzzles. It originated from MIT in 1981 and has now become one of the most popular events in universities. Puzzle Hunt is a community with diversity. Everyone can find their excellent field. In SCIE Puzzle Hunter, students will delve into different types of puzzles: logic puzzles, crosswords, cryptography, steganography, detective fiction, linguistics, etc. Through this process, we will explore useful techniques that can be used in puzzle hunt: searching, frequency analysis, brute force machines, solvers, etc. We will try past puzzle hunts like MIT Mystery Hunt and Microsoft Puzzle Hunt to feel the charm of those exciting puzzle structures and designs. Furthermore, we will form teams to participate in those ongoing hunts and compete with teams from all over the world. Like those hunts held by other universities, our ultimate goal is to write our own SCIE Puzzle Hunt in this year.",1,thursday,period11,B532,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,SCIE ROWING,SPORTS,"SCIE Rowing is a club founded in 2021, we believe that Rowing is not only a sport that improves personal performance, but also a test of perseverance and teamwork ability. Rowing is also highly respected in prestigious schools in Britain and the United States, and most schools have their ownrowing teams. For students who yearn for Oxford and Cambridge, rowing is even more an elitesport with a centuries-old cultural heritage, because the most famous sports event between the two universities is the Oxford-Cambridge Boat Race.",12,friday,period11,A201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0
162,SCIE RhythmGames,SOCIAL Interests and hobbies,"The SCIE Rhythm Games ECA targets players interested in further understanding rhythm games and making friends with similar interests. The ECA focuses on building strong connections between players and educating players on rhythm game chart production. During each session, a designated presenter will provide a short introduction lasting 15 to 30 minutes around a typical type of rhythm game, famous rhythm game music producer, or chart production. Advanced players knowledgeable about the specific topics could volunteer to be the presenter in charge of the introductions for the weeks, which helps improve the quality of content and sense of participation. Members can stay after the introduction to attend activities such as video recording or join multi-player mode with other members. Regular activities such as song producer guessing, draw and guess, and friendly competition amongst club members will also be available. This ECA plans to provide lessons and activities that alternate between different options. The session will last from 4:45 to 5:15. The Game introduction will focus on a famous rhythm game, introducing its mechanism, style of music and art, well-known songs and characters, and strengths and weaknesses. Music producers' introductions will focus on their music groups, how their style and genre changed over time, their best songs, and the famous rhythm game songs they produced. The presenter will present the topic each week with a PowerPoint presentation and short clips of the game and music. Below is a brief draft for the first 10 ECA sessions.",1,monday,period11,A617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
